Email Name,Send Date (Your time zone),Campaign,Delivered,Opened,Clicked,Unsubscribed
010725_TRNS_MarkBradf_Broad_25_PostPurchase_PRINTING_MR_FR,2025-07-01 16:00:50,MarkBradf_Broad_25,189,79,2,0
010725_TRNS_MarkBradf_Broad_25_PostPurchase_PRINTING_MR_UNFR,2025-07-01 16:00:35,MarkBradf_Broad_25,211,86,5,0
010725_TRNS_PostPurchase_JamesJeanMaze25_PreparingForDispatch,2025-07-01 15:00:03,JamesJean_Maze_25,357,164,14,0
AUT_LucianFre_TL_25 - Welcome (TL FLow),2025-07-01 14:27:31,LucianFre_TL_25,2365,698,74,42
AUT_LucianFre_TL_25 - Signup Confirmation (TL Flow),2025-07-01 14:10:48,LucianFre_TL_25,3881,926,151,51
010725_TRNS_Friedrich_Storm_25_PostPurchase_SIGNED_FR,2025-07-01 14:00:50,Friedrich_Storm_25,121,49,4,0
010725_TRNS_Friedrich_Storm_25_PostPurchase_SIGNED_UNFR,2025-07-01 14:00:23,Friedrich_Storm_25,168,71,4,0
010725_GEN_LucianFre_TL_25 - Announcement (TL Non-flow),2025-07-01 14:00:38,LucianFre_TL_25,92853,15116,3196,434
AUT_CarrieMae_TL_25 - Signup Confirmation (TL Flow),2025-07-01 08:57:50,CarrieMae_TL_25,11513,2826,252,139
260625_GEN_CarrieMae_TL_25 - Announcement (TL Non-flow),2025-06-30 18:00:15,CarrieMae_TL_25,94437,14712,2442,413
300625_CUS_LeeUfan_From_25 - Draw follow up (nonKorean),2025-06-30 15:15:35,LeeUfan_From_25,41,34,30,0
300625_CUS_LeeUfan_From_25 - Draw follow up (Korean),2025-06-30 15:15:35,LeeUfan_From_25,27,23,21,0
300625_TomasSanc_Pair_25_TRNS_PostPurchase_SIGNING_UNFR,2025-06-30 15:00:38,TomasSanc_Pair_25,451,201,17,0
300625_TomasSanc_Pair_25_TRNS_PostPurchase_SIGNING_FR,2025-06-30 15:00:44,TomasSanc_Pair_25,139,54,2,0
270625_INS_JamesJarv_HangInThe_25 - Early Access (LE Insiders) (Curtis),2025-06-27 14:00:46,JamesJarv_HangInThe_25,145,43,14,0
270625_INS_JamesJarv_HangInThe_25 - Early Access (LE Insiders) (Sofiya),2025-06-27 14:00:35,JamesJarv_HangInThe_25,104,48,19,0
270625_INS_JamesJarv_HangInThe_25 - Early Access (LE Insiders) (Sam),2025-06-27 14:00:08,JamesJarv_HangInThe_25,592,171,37,1
270625_CUS_JamesJarv_HangInThe_25 - Early Access (LE),2025-06-27 02:00:48,JamesJarv_HangInThe_25,2114,647,291,3
250625_INS_AntonyMic_PE_25 - Early Access (LE Insiders) (Sofiya),2025-06-26 17:00:31,INSIDERSEA,104,47,20,0
260625_CUS_ClaireSil_House_25 - Deepdive 1 (The making of Daydreamer),2025-06-26 17:00:32,ClaireSil_House_25,214,111,43,0
250625_INS_AntonyMic_PE_25 - Early Access (LE Insiders) (Curtis),2025-06-26 17:00:14,INSIDERSEA,145,39,11,0
260625_CUS_AntonyMic_PE_25 - Early access (LE),2025-06-26 17:00:30,AntonyMic_PE_25,6277,1594,484,13
250625_INS_AntonyMic_PE_25 - Early Access (LE Insiders) (Sam),2025-06-26 17:00:21,INSIDERSEA,593,174,30,0
260625_LeeUfan_From_25_TRNS_DrawLoser_ FromPointI,2025-06-26 16:47:09,LeeUfan_From_25,17,9,2,0
260625_LeeUfan_From_25_TRNS_DrawLoser_ FromPointII,2025-06-26 16:51:12,LeeUfan_From_25,18,6,1,0
AUT_CarrieMae_TL_25 - Welcome (TL FLow),2025-06-26 16:39:09,CarrieMae_TL_25,7548,1558,133,122
260624- Lee Ufan - Failed Payments Private Room,2025-06-26 16:31:28,LeeUfan_From_25,73,24,19,0
260625_LeeUfan_From_25_TRNS_Draw Winner Manual Email - From Point II,2025-06-26 15:30:33,LeeUfan_From_25,13,11,4,0
260625_LeeUfan_From_25_TRNS_Draw Winner Manual Email - From Point I,2025-06-26 16:00:15,LeeUfan_From_25,6,5,1,0
250625_Mickalene_MultiTL_25_TRNS_PostPurchase_Readyfordispatch_UNFR,2025-06-25 14:00:04,Mickalene_MultiTL_25,1013,424,46,0
250625_Mickalene_MultiTL_25_TRNS_PostPurchase_FRAMING_FR,2025-06-25 14:00:02,Mickalene_MultiTL_25,498,232,22,0
AUT_CUS_AntonyMic_PE_25 - Early access (LE),2025-06-25 12:39:03,AntonyMic_PE_25,0,0,0,0
250525_CUS_LeeUfan_From_25 - Last chance (Korean),2025-06-25 10:00:26,LeeUfan_From_25,2696,393,145,11
250525_CUS_LeeUfan_From_25 - Last chance,2025-06-25 10:00:08,LeeUfan_From_25,1612,290,61,25
240625_CUS_Dominique_Limited_25 - Announcement (LE),2025-06-24 17:15:46,Dominique_Limited_25,5816,1233,232,19
AUT_ClaireSil_House_25 - Deepdive 1 (The making of Daydreamer),2025-06-24 15:53:10,ClaireSil_House_25,89,42,18,0
AUT_CampaignCode - Signup Confirmation (Non-marketing),2025-06-23 16:51:10,FelipePan_TL_25,0,0,0,0
230625_CUS_LeeUfan_From_25 - Draw Outreach Group 1 (From Line other preferences),2025-06-23 11:00:09,LeeUfan_From_25,23,15,1,0
230625_LeeUfan_From_25 - Last chance to enter the draw,2025-06-23 10:00:01,LeeUfan_From_25,8235,2108,518,64
AUT_FelipePan_TL_25 - Deepdive 2 (From street art to monumental mural),2025-06-20 09:46:29,FelipePan_TL_25,1630,497,164,4
180625_TRNS_RobertLon_MenIn_25 _PostPurchase_PRINTING_MR_FR,2025-06-18 14:00:39,RobertLon_Menin_25,417,173,7,0
180625_TRNS_RobertLon_MenIn_25 _PostPurchase_PRINTING_MR_UNFR,2025-06-18 14:00:30,RobertLon_Menin_25,783,364,23,0
180625_BarryMcge_TL2_25_TRNS_PostPurchase_FRAMING_FR (QC fails - original timeline),2025-06-18 12:00:08,BarryMcge_TL2_25,11,5,1,0
180625_BarryMcge_TL2_25_TRNS_PostPurchase_FRAMING_FR,2025-06-18 12:00:02,BarryMcge_TL2_25,173,65,4,0
"170625_CUS_LeeUfan_From_25 - Draw Outreach Group 3 (From Point, diptych offer)",2025-06-17 09:30:58,LeeUfan_From_25,11,6,1,0
170625_CUS_LeeUfan_From_25 - Draw Outreach Group 1 (From Line other preferences),2025-06-17 09:30:59,LeeUfan_From_25,38,22,2,0
"170625_CUS_LeeUfan_From_25 - Draw Outreach Group 2 (Entered all 3, preferences)",2025-06-17 09:30:00,LeeUfan_From_25,13,7,0,0
120625_CUS_ClaireSil_House_25 - Announcment LE,2025-06-12 17:00:08,ClaireSil_House_25,7271,1075,252,21
AUT_FelipePan_TL_25 - Deepdive 1 (Inside the edition),2025-06-12 16:14:07,FelipePan_TL_25,1664,512,180,4
AUT_JenStark_TL_25 - Edition number confirmed (PP TL Flow),2025-06-12 14:01:14,JenStark_TL_25,43,15,3,0
080625_GEN_LeeUfan_From_25 - 2 weeks to go,2025-06-11 17:00:58,LeeUfan_From_25,92922,12453,1656,310
AUT_JenStark_TL_25 - First-time purchaser survey (PP TL Flow),2025-06-11 10:02:39,JenStark_TL_25,29,13,5,0
AUT_JenStark_TL_25 - Edition closed (PP TL Flow),2025-06-11 09:54:50,JenStark_TL_25,40,13,1,0
AUT_JenStark_TL_25 - Last chance (TL Flow),2025-06-10 14:31:26,JenStark_TL_25,439,74,13,7
100625_CUS_LeeUfan_From_25 - Draw Outreach Group 1 (From Line other preferences),2025-06-10 12:30:12,LeeUfan_From_25,49,31,5,0
"100625_CUS_LeeUfan_From_25 - Draw Outreach Group 3 (From Point, diptych offer)",2025-06-10 12:30:57,LeeUfan_From_25,21,11,1,0
"100625_CUS_LeeUfan_From_25 - Draw Outreach Group 2 (Entered all 3, preferences)",2025-06-10 12:30:12,LeeUfan_From_25,14,10,1,0
090625_CUS_YoonHyup_Summer_25 - Announcement (Error - resend),2025-06-09 18:00:09,YoonHyup_Summer_25,611,288,86,0
090625_CUS_YoonHyup_Summer_25 - Announcement,2025-06-09 17:00:08,YoonHyup_Summer_25,94715,14089,1770,407
060625_GEN_FelipePan_TL_25 - Announcement (TL Non-flow) (Yoon Early access exclusions),2025-06-06 17:00:34,FelipePan_TL_25,2190,585,119,1
060625_CUS_YoonHyup_Summer_25 - Early access (Purchased similar artists),2025-06-06 14:00:20,YoonHyup_Summer_25,6464,1704,376,13
050625_GEN_FelipePan_TL_25 - Announcement (TL Non-flow),2025-06-05 17:00:03,FelipePan_TL_25,90845,12133,1668,305
AUT_FelipePan_TL_25 - Welcome (TL Flow),2025-06-05 15:10:31,FelipePan_TL_25,61,26,4,0
AUT_FelipePan_TL_25 - Signup Confirmation (TL Flow),2025-06-05 15:07:53,FelipePan_TL_25,1662,508,95,2
AUT_JudyChica_TL_25 - Edition number confirmed (PP TL Flow),2025-06-05 14:31:35,JudyChica_TL_25,273,153,18,0
050625_INS_YoonHyup_Summer_25 - Early Access (LE insiders) (Curtis),2025-06-05 14:00:16,INSIDERSEA,145,49,11,0
050625_INS_YoonHyup_Summer_25 - Early Access (LE insiders) (Sam),2025-06-05 14:00:34,INSIDERSEA,581,214,61,0
050625_INS_YoonHyup_Summer_25 - Early Access (LE insiders) (Sofiya),2025-06-05 14:00:04,INSIDERSEA,104,53,21,0
050625_CUS_YoonHyup_Summer_25 - Early access,2025-06-05 14:00:47,YoonHyup_Summer_25,1385,674,456,4
040625_CUS_JenStark_TL_25 - Now Live (TL Non-flow),2025-06-04 17:00:07,JenStark_TL_25,92254,11777,1117,278
AUT_MarkBradf_Broad_25 - Edition number confirmed,2025-06-04 14:15:26,MarkBradf_Broad_25,390,199,42,0
040625_TRNS_TRNS_ShirinNes_TL_25_Frame QC Fails,2025-06-04 12:15:47,ShirinNes_TL_25,12,5,0,0
AUT_JudyChica_TL_25 - First-time purchaser survey (PP TL Flow),2025-06-04 12:11:31,JudyChica_TL_25,180,114,41,2
AUT_JudyChica_TL_25 - Edition closed,2025-06-04 11:50:44,JudyChica_TL_25,255,132,17,0
040625_CUS_LeeUfan_From_25 - Draw Outreach Group 1 Korean (From Line other preferences),2025-06-04 03:00:25,LeeUfan_From_25,56,25,7,0
030625_INS_JenStark_TL_25 - Early Access (TL Insiders) (Sofiya),2025-06-03 15:45:07,INSIDERSEA,102,34,2,0
030625_INS_JenStark_TL_25 - Early Access (TL Insiders) (Curtis),2025-06-03 15:42:50,INSIDERSEA,145,33,2,0
030625_INS_JenStark_TL_25 - Early Access (TL Insiders) (Sam),2025-06-03 15:41:53,INSIDERSEA,583,180,8,0
AUT_JenStark_TL_25 - Early Access (TL Flow),2025-06-03 15:24:48,JenStark_TL_25,475,128,56,4
030624_CUS_SALES WhatsApp Insiders,2025-06-03 13:00:06,MONTHLYPREV,690,246,96,0
AUT_MarkBradf_Broad_25 - First-time purchaser survey,2025-06-03 10:36:06,MarkBradf_Broad_25,229,111,38,0
AUT_MarkBradf_Broad_25 - Edition closed,2025-06-03 10:20:25,MarkBradf_Broad_25,359,171,25,0
AUT_JenStark_TL_25 - 3 days to go (TL Flow),2025-06-02 18:01:12,JenStark_TL_25,444,79,13,6
280525_CUS_MarkBradf_Broad_25 - Now Live (Judy Exclusions),2025-05-31 17:00:51,MarkBradf_Broad_25,1813,375,37,13
300525_CUS_LeeUfan_From_25 - Trio Pre-Order Applications (AML required),2025-05-30 16:30:20,LeeUfan_From_25,22,10,7,1
300525_CUS_LeeUfan_From_25 - Trio Pre-Order Applications (AML complete),2025-05-30 16:00:28,LeeUfan_From_25,16,10,3,0
AUT_JudyChica_TL_25 - (5 days to go),2025-05-30 14:11:42,JudyChica_TL_25,899,191,63,3
300525_CUS_LeeUfan_From_25 - Draw Outreach Group 1 (From Line other preferences),2025-05-30 14:00:07,LeeUfan_From_25,194,122,17,0
"300525_CUS_LeeUfan_From_25 - Draw Outreach Group 3 (From Point, diptych offer)",2025-05-30 14:00:48,LeeUfan_From_25,56,26,8,0
"300525_CUS_LeeUfan_From_25 - Draw Outreach Group 2 (Entered all 3, preferences)",2025-05-30 14:00:11,LeeUfan_From_25,33,23,3,0
AUT_JudyChica_TL_25 - (3 days to go),2025-05-30 10:32:57,JudyChica_TL_25,791,170,45,6
280524_CUS_SALES Sofiya - June Monthly Preview,2025-05-29 14:00:18,MONTHLYPREV,85,59,44,0
280524_CUS_SALES Curtis - June Monthly Preview,2025-05-29 14:00:43,MONTHLYPREV,161,46,27,0
280525_CUS_SALES No Advisor (Sam) - June Monthly Preview,2025-05-29 14:00:53,MONTHLYPREV,842,354,204,3
AUT_JudyChica_TL_25 - Missed launch,2025-05-29 10:06:24,JudyChica_TL_25,9,5,0,0
AUT_JudyChica_TL_25 - Non-purchasers Survey,2025-05-29 10:02:06,JudyChica_TL_25,840,147,32,6
AUT_JudyChica_TL_25 - Last chance,2025-05-29 09:59:26,JudyChica_TL_25,867,169,47,4
AUT_MarkBradf_Broad_25 - Missed launch,2025-05-29 09:34:20,MarkBradf_Broad_25,22,14,1,0
AUT_MarkBradf_Broad_25 - Non-purchasers Survey,2025-05-29 09:32:11,MarkBradf_Broad_25,995,206,62,8
AUT_MarkBradf_Broad_25 - Last chance,2025-05-29 09:28:53,MarkBradf_Broad_25,1019,226,70,6
AUT_MarkBradf_Broad_25 - (3 days to go deep dive),2025-05-29 09:26:36,MarkBradf_Broad_25,1035,201,54,5
AUT_ MarkBradf_Broad_25 - 5 days left,2025-05-29 09:18:51,MarkBradf_Broad_25,1046,246,78,8
280525_GEN_JudyChica_TL_25 - Now Live (General),2025-05-28 17:00:48,JudyChica_TL_25,91813,12940,1279,268
AUT_JudyChica_TL_25 - Now Live,2025-05-28 16:42:26,JudyChica_TL_25,955,266,149,5
280525_CUS_JonnyNies_2TL_25 - Non-purchaser survey,2025-05-28 14:00:00,JonnyNies_2TL_25,82,32,7,0
AUT_JenStark_TL_25 - Deepdive 2 (The making of ‘Driptych’),2025-05-27 17:13:11,JenStark_TL_25,398,93,18,3
270525_GEN_MarkBradf_Broad_25 - Now Live (TL Non-flow),2025-05-27 17:00:16,MarkBradf_Broad_25,89829,13009,1347,277
270525_JudyChica_TL_25 - Insiders Early Access (Sam),2025-05-27 17:00:32,INSIDERSEA,578,191,9,1
270525_JudyChica_TL_25 - Insiders Early Access (Sofiya),2025-05-27 17:00:57,INSIDERSEA,99,39,3,0
270525_JudyChica_TL_25 - Insiders Early Access (Curtis),2025-05-27 17:00:50,INSIDERSEA,144,34,3,0
AUT_JenStark_TL_25 - Deepdive 1 (Unpacking the editions),2025-05-27 16:47:08,JenStark_TL_25,481,134,43,1
270525_INS_JudyChica_TL_25 - Early Access (Curtis),2025-05-27 15:17:27,INSIDERSEA,0,0,0,0
AUT_JudyChica_TL_25 - early access,2025-05-27 11:13:11,JudyChica_TL_25,932,384,215,1
AUT_MarkBradf_Broad_25 - Now Live,2025-05-27 10:53:22,MarkBradf_Broad_25,1055,350,197,10
260525_MarkBradf_Broad_25 - Insiders Early Access (Curtis),2025-05-26 17:00:10,INSIDERSEA,143,36,5,0
260525_MarkBradf_Broad_25 - Insiders Early Access (Sam),2025-05-26 17:00:23,INSIDERSEA,565,169,25,0
260525_MarkBradf_Broad_25 - Insiders Early Access (Sofiya),2025-05-26 17:00:24,INSIDERSEA,97,43,10,0
AUT_MarkBradf_Broad_25 - early access,2025-05-23 10:38:36,MarkBradf_Broad_25,1103,516,323,2
AUT_Friedrich_Storm_25- Edition number confirmed,2025-05-23 09:26:19,Friedrich_Storm_25,285,147,38,0
220525_CUS_LeeUfan_From_25 - Announcement (Korean),2025-05-23 06:00:51,LeeUfan_From_25,523,165,69,0
220525_CUS_LeeUfan_From_25 - Announcement (Japanese),2025-05-23 02:00:10,LeeUfan_From_25,1815,490,140,5
220525_CUS_LeeUfan_From_25 - Announcement,2025-05-22 19:56:45,LeeUfan_From_25,90444,12746,2473,267
AUT_TRNS_LeeUfan_From_25 - Form (DO NOT CLONE TRANSACTIONAL),2025-05-22 12:21:15,LeeUfan_From_25,686,378,277,0
AUT_JudyChica_TL_25 - Deepdive 2 (Moments that defined her career),2025-05-22 10:47:47,RobertLon_Menin_25,915,214,46,2
AUT_MarkBradf_Broad_25 - Deepdive 2 (The stories within the artwork),2025-05-22 10:42:57,MarkBradf_Broad_25,691,236,83,1
AUT_Friedrich_Storm_25 - Edition closed,2025-05-22 10:36:00,Friedrich_Storm_25,271,124,22,0
AUT_Friedrich_Storm_25 - First-time purchaser survey,2025-05-22 10:35:45,Friedrich_Storm_25,179,99,30,0
AUT_JonnyNies_2TL_25 - First-time purchaser survey (Re-send),2025-05-22 10:00:14,JonnyNies_2TL_25,65,32,4,0
AUT_JenStark_TL_25 - Missed launch (TL Flow),2025-05-22 09:24:58,JenStark_TL_25,3,0,0,0
AUT_JenStark_TL_25 - Non-purchaser survey (TL Flow),2025-05-22 09:24:27,JenStark_TL_25,432,74,17,5
AUT_JenStark_TL_25 - 5 days to go (TL Flow),2025-05-22 09:23:11,JenStark_TL_25,452,77,18,6
AUT_JenStark_TL_25 - Now Live (TL Flow),2025-05-22 09:22:50,JenStark_TL_25,462,91,39,4
AUT_JenStark_TL_25 - Welcome (TL Flow),2025-05-22 09:18:50,JenStark_TL_25,382,99,4,9
AUT_JenStark_TL_25 - Signup Confirmation (TL Flow),2025-05-22 09:17:52,JenStark_TL_25,495,127,17,6
210525_GEN_JenStark_TL_25 - Announcement (TL Non-flow),2025-05-21 17:00:37,JenStark_TL_25,90188,13220,1478,293
200525_CUS_LeeUfan_From_25 - Early Access (Cross sell prospects (from Sam)),2025-05-20 17:00:03,LeeUfan_From_25,1313,447,197,0
AUT_JonnyNies_2TL_25 - First-time purchaser survey,2025-05-20 14:37:46,JonnyNies_2TL_25,65,28,4,0
200525_CUS_LeeUfan_From_25 - Code update,2025-05-20 13:55:34,LeeUfan_From_25,44,43,28,0
200525_CUS_LeeUfan_From_25 - Early Access 2 (Korean contacts (from Sam)),2025-05-20 13:15:54,LeeUfan_From_25,864,439,239,1
200525_CUS_LeeUfan_From_25 - Early Access (All with most frequented country South Korea (from Sam)),2025-05-20 13:09:02,LeeUfan_From_25,1,0,0,0
190525_CUS_LeeUfan_From_25 - Early Access (Korean past buyers (from Sam)),2025-05-19 13:30:15,LeeUfan_From_25,506,328,259,0
190525_CUS_LeeUfan_From_25 - Early Access (Early artist + release page sign ups (from Sam)),2025-05-19 13:30:04,LeeUfan_From_25,150,101,91,0
190525_CUS_LeeUfan_From_25 - Early Access (Monthly preview recipients (from Sam)),2025-05-19 13:30:42,LeeUfan_From_25,613,263,133,0
190525_CUS_LeeUfan_From_25 - Early Access (Monthly preview recipients (from Sofiya)),2025-05-19 13:30:33,LeeUfan_From_25,145,88,50,1
190525_CUS_LeeUfan_From_25 - Early Access (Monthly preview recipients (from Curtis)),2025-05-19 13:30:02,LeeUfan_From_25,237,83,36,0
190525_CUS_LeeUfan_From_25 - Early Access (Japanese past buyers (from Sam)),2025-05-19 13:30:01,LeeUfan_From_25,1754,746,396,4
AUT_ Friedrich_Storm_25 - 3 days left,2025-05-19 11:39:18,Friedrich_Storm_25,1837,278,60,12
AUT_JonnyNies_2TL_25 - Edition number confirmed,2025-05-19 09:46:43,JonnyNies_2TL_25,118,65,19,0
TEST_LeeUfan_From_25 - Early Access,2025-05-19 09:29:22,LeeUfan_From_25,1,0,0,0
160525_CUS_LY_Print_25- First-time purchaser survey,2025-05-16 16:00:40,LY_Print_25,10,9,5,0
160525_GEN_Friedrich_Storm_25 - Now Live (Unengaged contacts),2025-05-16 15:00:08,Friedrich_Storm_25,42267,551,173,63
LeeUfan_From_25 - Early Access (Test),2025-05-16 11:48:13,LeeUfan_From_25,1,0,0,0
AUT_JudyChica_TL_25 - Deepdive 1 (A pair of works that defined an era),2025-05-16 10:19:29,RobertLon_Menin_25,904,272,88,3
150525_GEN_Friedrich_Storm_25 - Now Live,2025-05-15 17:00:27,Friedrich_Storm_25,45964,11298,1483,138
AUT_JonnyNies_2TL_25 - Edition closed,2025-05-15 11:55:23,JonnyNies_2TL_25,117,58,13,0
AUT_Friedrich_Storm_25 - Now Live,2025-05-15 11:48:46,Friedrich_Storm_25,2029,442,232,13
AUT_MarkBradf_Broad_25 - Signup Acknowledgement (Email 1),2025-05-14 17:23:55,MarkBradf_Broad_25,1164,322,59,0
140525_GEN_MarkBradf_Broad_25 - Announcement (Jonny Niesche exclusions),2025-05-14 17:00:16,MarkBradf_Broad_25,6144,1735,468,30
140525_CUS_Friedrich_Storm_25 - Insiders Early Access (Curtis),2025-05-14 17:00:02,INSIDERSEA,142,42,12,0
140525_CUS_Friedrich_Storm_25 - Insiders Early Access (Sam),2025-05-14 17:00:42,INSIDERSEA,688,207,50,0
AUT_Friedrich_Storm_25 - early access,2025-05-14 15:12:50,Friedrich_Storm_25,2076,576,340,18
130525_GEN_MarkBradf_Broad_25 - Announcement,2025-05-13 17:00:53,MarkBradf_Broad_25,84665,12243,1455,255
CUS_JonnyNies_2TL_25 - 48 hours to collect,2025-05-13 17:00:08,JonnyNies_2TL_25,6080,1613,384,19
AUT_MarkBradf_Broad_25 - Welcome - general (email 1),2025-05-13 14:33:04,MarkBradf_Broad_25,628,143,20,6
130525_LY_Print_25 - Last chance,2025-05-13 12:00:39,LY_Print_25,3970,1056,361,6
AUT_JonnyNies_2TL_25 - Last chance,2025-05-12 18:37:32,JonnyNies_2TL_25,361,74,19,2
120525_GEN_JudyChica_TL_25 - Announcement,2025-05-12 17:15:20,JudyChica_TL_25,90361,14651,1920,284
PLACEHOLDER EMAIL,2025-05-12 16:07:09,Survey_Completion,0,0,0,0
120525_TRNS_BarryMcge_TL2_25_PostPurchase_SIGNED_FR,2025-05-12 14:30:32,BarryMcge_TL2_25,243,103,6,0
120525_TRNS_BarryMcge_TL2_25_PostPurchase_SIGNED_UNFR,2025-05-12 14:30:16,BarryMcge_TL2_25,365,137,9,0
AUT_JudyChica_TL_25 - Welcome - general (email 1),2025-05-12 14:06:37,JudyChica_TL_25,650,157,21,7
AUT_JudyChica_TL_25 - Signup Acknowledgement (Email 1),2025-05-12 12:08:47,JudyChica_TL_25,1020,275,48,3
090525_CUS_JonnyNies_2TL_25 - Now Live (Sayre Gomez survey exclusions),2025-05-09 17:00:34,JonnyNies_2TL_25,83,24,4,0
080525_CUS_SayreGome_America_25 - Non-purchasers Survey,2025-05-09 17:00:59,SayreGome_America_25,80,21,4,0
080525_GEN_JonnyNies_2TL_25 - Now Live (General),2025-05-08 17:00:21,JonnyNies_2TL_25,89253,11941,1570,270
070525_INS_JonnyNies_2TL_25 - Insiders Early Access (Curtis),2025-05-07 17:00:36,INSIDERSEA,98,30,3,0
070525_INS_JonnyNies_2TL_25 - Insiders Early Access (Sam),2025-05-07 17:00:13,INSIDERSEA,550,184,26,0
AUT_Friedrich_Storm_25 - Deepdive 2 (Unpacking the edition),2025-05-07 10:45:35,Friedrich_Storm_25,1580,380,140,9
AUT_JonnyNies_2TL_25 - Early Access,2025-05-06 16:52:32,JonnyNies_2TL_25,513,244,165,3
AUT_JonnyNies_2TL_25 - Signup Acknowledgement,2025-05-06 16:51:35,JonnyNies_2TL_25,540,153,27,0
CUS_SayreGome_America_25 - First-time purchaser survey,2025-05-06 14:00:25,SayreGome_America_25,3,1,1,0
AUT_RobertLon_MenIn_25 - Edition number confirmed,2025-05-06 09:10:15,RobertLon_Menin_25,1118,586,125,2
020525_CUS_TRNS_AyakoCOA_Dispatch4,2025-05-02 18:15:31,AYAKOTIMED,170,81,6,0
AUT_RobertLon_MenIn_25 - Final Edition Size,2025-05-02 16:52:19,RobertLon_Menin_25,1015,484,92,0
020525_TRNS_ShirinNes_TL_25_PostPurchase_SIGNED_FR,2025-05-02 13:15:55,ShirinNes_TL_25,122,55,3,0
020525_TRNS_ShirinNes_TL_25_PostPurchase_SIGNED_UNFR,2025-05-02 13:15:45,ShirinNes_TL_25,279,134,9,0
AUT_RobertLon_MenIn_25 - Last chance,2025-05-02 10:13:44,RobertLon_Menin_25,1470,405,181,4
010525_RobertLon_MenIn_25 - Halfway,2025-05-01 17:00:09,RobertLon_Menin_25,2138,685,162,8
AUT_RobertLon_MenIn_25 - Halfway,2025-05-01 13:55:34,RobertLon_Menin_25,1939,407,155,6
300425_TRNS_TakuObata_Resin_25_FailedQC,2025-05-01 10:00:21,TakuObata_Resin_25,10,7,0,0
300425_GEN_RobertLon_MenIn_25 - Now Live (General),2025-04-30 17:02:44,RobertLon_Menin_25,84873,11394,1766,256
300425_CUS_FerrariSh_Iris_25 - Last chance,2025-04-30 17:00:52,FerrariSh_Iirs_25,2008,795,336,9
AUT_RobertLon_MenIn_25 - Now Live (Flow),2025-04-30 16:57:19,RobertLon_Menin_25,2142,715,444,4
AUT_JonnyNies_2TL_25 - Deepdive 2 (sets),2025-04-30 13:55:34,JonnyNies_2TL_25,495,187,102,3
290425_INS_RobertLon_MenIn_25 - Insiders early access (Sam),2025-04-29 17:25:10,INSIDERSEA,568,189,40,0
290425_INS_RobertLon_MenIn_25 - Insiders Early Access (Sofiya),2025-04-29 17:00:56,INSIDERSEA,95,39,7,0
290425_INS_RobertLon_MenIn_25 - Insiders Early Access (Curtis),2025-04-29 17:00:09,INSIDERSEA,141,35,7,0
AUT_RobertLon_MenIn_25 - Early Access,2025-04-29 16:55:58,RobertLon_Menin_25,2463,1268,912,7
280425_CUS_SayreGome_America_25 - Last chance,2025-04-28 17:00:20,SayreGome_America_25,2565,892,199,4
AUT_RobertLon_MenIn_25 - Deepdive 3 (sets),2025-04-25 18:12:29,RobertLon_Menin_25,2238,761,369,12
AUT_JonnyNies_2TL_25 - Deepdive 1 (Conversation about his practice),2025-04-25 18:09:17,JonnyNies_2TL_25,517,182,72,0
240425_CUS_Friedrich_Storm_25 - Announcement,2025-04-24 17:30:56,Friedrich_Storm_25,89019,13302,1813,318
AUT_ Friedrich_Storm_25 - 5 days left,2025-04-24 17:30:02,Friedrich_Storm_25,1966,305,98,7
AUT_JonnyNies_2TL_25 - Missed launch,2025-04-24 14:50:40,JonnyNies_2TL_25,8,3,1,0
AUT_RobertLon_MenIn_25 - First-time purchaser survey,2025-04-23 15:54:45,RobertLon_Menin_25,809,418,158,1
AUT_JonnyNies_2TL_25 - Final Edition Size,2025-04-23 15:29:34,JonnyNies_2TL_25,0,0,0,0
AUT_Friedrich_Storm_25 - Last chance,2025-04-23 15:03:08,Friedrich_Storm_25,1497,280,82,9
AUT_Friedrich_Storm_25 - Signup_Acknowledgement - Signup Acknowledgement (Email 1),2025-04-23 14:52:40,Friedrich_Storm_25,2198,519,108,13
AUT_Friedrich_Storm_25 - Non-purchasers Survey,2025-04-23 14:36:54,Friedrich_Storm_25,1282,265,47,14
AUT_Friedrich_Storm_25 - Missed launch,2025-04-23 14:27:36,Friedrich_Storm_25,19,9,0,0
230424_CUS_SALES Sofiya - May Monthly Preview,2025-04-23 14:00:26,MONTHLYPREV,85,65,47,0
230424_CUS_SALES Curtis - May Monthly Preview,2025-04-23 14:00:16,MONTHLYPREV,162,62,39,0
230425_CUS_SALES No Advisor (Sam) - May Monthly Preview,2025-04-23 14:00:42,MONTHLYPREV,820,350,214,2
AUT_RobertLon_MenIn_25 - Deepdive 2,2025-04-23 12:24:18,RobertLon_Menin_25,2500,671,199,8
AUT_Friedrich_Storm_25 - Welcome - general (email 1),2025-04-23 10:29:20,Friedrich_Storm_25,1539,402,59,14
170425_CUS_BarryMcGe_TL_25- Paris run info,2025-04-23 10:00:11,BarryMcge_TL2_25,20,5,2,0
220425_CUS_JonnyNies_2TL_25 - Announcement (Error),2025-04-22 15:30:28,JonnyNies_2TL_25,88969,13289,1211,320
220425_CUS_JonnyNies_2TL_25 - Announcement,2025-04-22 14:00:49,JonnyNies_2TL_25,89105,13227,1500,314
