airtable_id,project_code,artist,title,title_status,release,unit_price,currency,price_status,price_bucket,max_revenue,edition_size,unit_status,units_target,max_order_qty,edition_type,launch_type,business_unit,product_type,made_to_order,tl_length,project_status,product_variants,campaign_type,sales_approach,launch_date,launch_time,announce_date,private_room_date,tl_end_date,launch_date_status,quarter,preorder_window,medium,medium_status,dimensions,signed_numbered_dated,signature_type,hand_finished,framing,artist_tier,artist_genre,new_or_repeat,expected_sellthrough,target_sellthrough,artist_profit_per_unit,aa_profit_per_unit,aa_revenue_share,aa_profit_share,frame_conversion,frame_profit_per_unit,marketing_lead
183,SARAHLEE-183,Sarah Lee,WOP WEEK,,2021.08SARAHLEE-WP,1600,EUR,Confirmed,€1k to €2.5k,3200,2,Confirmed,,,WP,Shop,Limited,Unique work,,n/a,09. Fully completed,,,,2021-08-02,,,,,Date confirmed (fully confirmed with artist),2021-Q3,,"1\. Windy Night, 2021 Pastel on paper 48.26 x 57.15 cm Framed dims: 54 x 58.5 x 3.2cm (HxWxD) 2\. Hidden Moon, 2021 Pastel on paper 45.72 x 52.07 cm Framed dims: 54.5 x 63.5 x 3.2cm (HxWxD)",,48.26 x 57.15 cm (1) / 45.72 x 52.07 cm (2),,,,Full Edition Framed,Tier 4,,REPEAT,,,,,,,,,
185,NEOIMAGE-185,Neo Image Matloga,Majakathata,,10.08NeoimageMajakathata,750,EUR,Confirmed,Under €1k,52500,70,Confirmed,,,PE,Public,Limited,Silkscreen print,,n/a,09. Fully completed,0,,,2021-08-10,,,,,,2021-Q3,,"Hand-made screenprint in seven colours, based on an original linocut produced by the artist, on Hahnemuhle etching paper 300grms",,70 x 50 cm,"Yes, on the front",,,Framed on order,Tier 3,,REPEAT,,,,,,,,,
187,ZHANGHUAN-187,Zhang Huan,Amitabha,,21.08ZhaunAmitabha,3800,EUR,Confirmed,€2.5k to €5k,152000,40,Confirmed,,,SE,Public,Limited,Mid cost 3D edition,,n/a,09. Fully completed,0,,,2021-08-12,,,,,,2021-Q3,,Copper sculpture with the artist’s signature hand-engraved on the base,,30 x 10 x 20cm,Signed on the base,,,No framing option,Tier 3,,REPEAT,,,,,,,,,
173,EKENEEMEK-173,Ekene Emeka-Maduka,"Tinko, Tinko in pretty aunty-give-me-cake",,18.08EkeneTinko,1400,EUR,Confirmed,€1k to €2.5k,42000,30,Confirmed,,,PE,Public,Limited,Digital print,,n/a,09. Fully completed,0,,,2021-08-18,,,,,,2021-Q3,,Archival pigment print with unique hand-finishing in gesso and oil paint on Somerset Enhanced Satin 330gsm,,63 cm (diameter),,,,Framed on order,Tier 3,,REPEAT,,,,,,,,,
189,ROBYDWIA-189,Roby Dwi Antono,KIRA,,24.08RDAntonoKIRA,750,EUR,Confirmed,Under €1k,37500,50,Confirmed,,,PE,Public,Limited,Silkscreen print,,n/a,09. Fully completed,,,,2021-08-24,,,,,Date confirmed (fully confirmed with artist),2021-Q3,,"21 Layer screen print with a matte varnish seal and special, long glow, phosphorescent embellishment, on Radiant White Somerset Tub Sized 410gsm",,60 x 50 cm,Signed on the front,,,No framing option,Tier 2,,REPEAT,,,,,,,,,
192,SCOTTKAHN-192,Scott Kahn,"SPRING MOON, GRANT STREET",,08.09SKhanSpringMoon,6000,EUR,Confirmed,Over €5k,180000,30,Confirmed,,,PE,Public,Limited,Silkscreen print,,n/a,09. Fully completed,0,,,2021-09-08,,,,,,2021-Q3,,"21 layer screenprint on Somerset Tub Sized RW 410gsm, uniquely hand finished by the artist with oil paints",,65.8 x 75.7cm,,,,Framed on order,Tier 3,,REPEAT,,,,,,,,,
179,HASSANHAJ-179,Hassan Hajjaj,Yazid and Rania,,10.09HassanhajYazid,1500,EUR,Confirmed,€1k to €2.5k,75000,50,Confirmed,,,PE,Public,Limited,Digital print,,n/a,09. Fully completed,0,,,2021-09-10,,,,,,2021-Q3,,"Chromogenic print on Fujiflex photopaper, mounted on Dibond and installed in a bespoke, hand-made, polka-dot tablecloth border frame.",,80.7 x 62.7 x 4 cm,Artist signed label on reverse,,,Full Edition Framed,Tier 3,,REPEAT,,,,,,,,,
243,ADRIANAOL-243,Adriana Oliver,Stay,,21.09AOliverStay,1500,EUR,Confirmed,€1k to €2.5k,112500,75,Confirmed,,,PE,,Limited,Silkscreen print,,n/a,09. Fully completed,0,,,2021-09-15,,,,,,2021-Q3,,"Hand pulled, 3-colour screen print in matt inks on Somerset 300gsm paper, mounted within a bespoke, contoured artist frame. [@Ben Dowrick]( [@Esme Mull]( - just checking what 'artist frame' refers to? new one for me! [@Thomas Nuttall]( basically means that it was the artist choice to frame the edition, we can remove it or maybe check with her if she is happy with the wording - which I believe has already been done with Flora. She has the lead on this one btw - @esme can you update the lead to show this. Thanks [@Ben Dowrick]( [@Thomas Nuttall]( Updated! Looping [@Flora Morgan]( too :)",,83 x 62cm,Bottom of the print,,,Full Edition Framed,Tier 3,,REPEAT,,,,,,,,,
201,LY-201,LY,FAR FROM HOME,,21.09LYStanding,1700,EUR,Confirmed,€1k to €2.5k,85000,50,Confirmed,,,PE,Shop,Limited,Silkscreen print,,n/a,09. Fully completed,0,,,2021-09-15,,,,,Date confirmed (fully confirmed with artist),2021-Q3,,"A 13 colour, hand pulled silkscreen with a platinum leaf embellishment on Somerset Tub Sized Satin 410gsm",,65 x 49 cm,yes,,,Framed on order,Tier 3,,REPEAT,,,,,,,,,
200,LY-200,LY,Standing with LUV,,21.09LYStanding,3500,EUR,Confirmed,€2.5k to €5k,175000,50,Confirmed,,,SE,Shop,Limited,Mid cost 3D edition,,n/a,09. Fully completed,0,,,2021-09-15,,,,,Date confirmed (fully confirmed with artist),2021-Q3,,Hand painted bronze sculpture,,35 x 9.5 x 7cm,Numbers on foot underside,,,No framing option,Tier 3,,REPEAT,,,,,,,,,
294,NATHALIED-294,Nathalie Djurberg & Hans Berg,The Advantage,,21.09ND&HansTheAdvantage,7500,EUR,Confirmed,Over €5k,187500,25,Confirmed,,,SE,,Limited,High cost 3D edition,,n/a,09. Fully completed,25,,,2021-09-21,,,,,,2021-Q3,,Toned resin sculpture with unique hair piece handmade by the artist,,16 x 11.5 x 18 CM,Numbered on bottom,,,No framing option,Tier 4,,REPEAT,,,,,,,,,
197,JAMESJEAN-197,James Jean,Descendent - Verdigris,,23.09JJeanVerdigris,7500,EUR,Confirmed,Over €5k,375000,50,Confirmed,,,SE,,Limited,High cost 3D edition,,n/a,09. Fully completed,0,,,2021-09-23,,,,,Date confirmed (fully confirmed with artist),2021-Q3,,Bronze sculpture with a verdigris finish and a circular mirrored base,,33.5 x 15.5 x 15.5cm,,,,No framing option,Tier 1,,REPEAT,,,,,,,,,
198,JAMESJEAN-198,James Jean,Maze - Marble (Gold),,23.09JJeanGoldMarb,40000,EUR,Confirmed,Over €5k,320000,8,Confirmed,,,SE,,Limited,High cost 3D edition,,n/a,09. Fully completed,0,,,2021-09-23,,,,,Date confirmed (fully confirmed with artist),2021-Q3,,"Statuario Michelangelo marble, with gold plated brass maze disc and hand piece",,73 x 40 x 40 cms,,,,No framing option,Tier 1,,REPEAT,,,,,,,,,
199,JAMESJEAN-199,James Jean,Woodcutter - Marble (Gold),,23.09JJeanWoodcutter,40000,EUR,Confirmed,Over €5k,320000,8,Confirmed,,,SE,,Limited,High cost 3D edition,,n/a,09. Fully completed,0,,,2021-09-23,,,,,Date confirmed (fully confirmed with artist),2021-Q3,,"Woodcutter, Statuario Michelangelo marble with gold plated brass face caps",,65 x 43 x 43cm,,,,No framing option,Tier 1,,REPEAT,,,,,,,,,
180,ALEJANDRO-180,Alejandro Cardenas,New Morning at the Rocks 1 New Morning at the Rocks 2 New Morning at the Rocks 3 New Morning at the Rocks 4 New Morning at the Rocks 5 New Morning at the Rocks 6,,21.08WOPW,6500,EUR,Confirmed,Over €5k,39000,6,Confirmed,,,WP,Private,Limited,Unique work,,n/a,09. Fully completed,6,,,2021-09-24,,,,,,2021-Q3,,"Original artworks on paper in pencil and watercolour, framed in a silver aluminium frame",,35.56 x 25.4 cm,Signed and dated on the back,,,Full Edition Framed,Tier 3,,REPEAT,,,,,,,,,
196,CHRISTINE-196,Christine Wong Yap,Christine Wong Yap x For Freedoms How Do You Keep Your Heart Open? (For Susan),,21.09ForFreedoms,500,EUR,Confirmed,Under €1k,12500,25,Confirmed,,,PE,Shop,Limited,Hybrid print,,n/a,09. Fully completed,0,,,2021-09-29,,,,,,2021-Q3,,"Archival pigment print embellished by hand with fine graphite powder and spot colour screenprint layers on Hahnemühle Photo Rag 308gsm, based on the original billboard poster by the artist from the For Freedoms 2020 Awakening campaign. From the For Freedoms 2020 Awakening Campaign Courtesy For Freedoms and Unfinished Printed in 2021",,28.3 x 85cm,,,,No framing option,Tier 3,,REPEAT,,,,,,,,,
195,HANKWILLI-195,Hank Willis Thomas,Who Taught You To Love?,,21.09ForFreedoms,1500,EUR,Confirmed,€1k to €2.5k,112500,75,Confirmed,,,PE,Shop,Limited,Silkscreen print,,n/a,09. Fully completed,0,,,2021-09-29,,,,,,2021-Q3,,"Hand-made 9 layer screenprint in 3 colours on Somerset Tub Sized 600gsm, based on the original billboard poster by the artist from the For Freedoms 2020 Awakening campaign. From the For Freedoms 2020 Awakening Campaign Courtesy For Freedoms and Unfinished Printed in 2021",,29.5 x 85cm,Yes - bottom right hand corner,,,Framed on order,Tier 2,,REPEAT,,,,,,,,,
337,JOSÉPARLÁ-337,José Parlá,The Founders,,01.10JParlaFounders,475,EUR,Confirmed,Under €1k,649800,1368,Confirmed,,,TL,Timed,Timed,,,24 hours,09. Fully completed,0,,,2021-10-01,,,,2021-10-02,Date confirmed (fully confirmed with artist),2021-Q4,,Archival pigment print on Hahnemühle Photo Rag Ultra Smooth paper 305 gms.,,52.33 x 83.82cm,"Labels on the back with edition title, number, date and artist signature",,,No framing option,Tier 2,,REPEAT,,,,,,,,,
301,ISSHAQISM-301,Isshaq Ismail,Talking Faces 1 Taking Faces 2 Talking Faces 3 Talking Faces 4 Talking Faces 9 Talking Faces 10 Talking Faces 5 Talking Faces 6 Talking Faces 7 Talking Faces 8,,21.10IIsmailTalkingFaces,7600,EUR,Confirmed,Over €5k,76000,10,Confirmed,,,OG,,Limited,Unique work,,n/a,09. Fully completed,10,,,2021-10-06,,,,,,2021-Q4,,"Original acrylic painting on canvas, stretched onto a wooden stretcher frame",,61 x 48 x 2 cm,Signed on front (faintly),,,No framing option,Tier 3,,REPEAT,,,,,,,,,
204,SHANNONBO-204,Shannon Bono,A Reflection of You,,14.10SBonoReflectionofyou,300,EUR,Confirmed,Under €1k,6000,20,Confirmed,,,PE,Curated,Limited,Hybrid print,,n/a,09. Fully completed,0,,,2021-10-14,,,,,,2021-Q4,,"Archival pigment print hand-embellished with a sparkling bronze screenprint layer on 300gsm cotton fine art paper, uniquely hand-finished by the artist with 3D pearlescent cream",,50 x 48 cm,Signed on back,,,No framing option,Tier 3,,REPEAT,,,,,,,,,
203,SOLAOLULO-203,Sola Olulode,Laying in the Grass,,14.10SOlulodeLayingInTheGrass,800,EUR,Confirmed,Under €1k,20000,25,Confirmed,,,PE,Curated,Limited,Silkscreen print,,n/a,09. Fully completed,0,,,2021-10-14,,,,,,2021-Q4,,"Hand-made 7 colour screen print on Hahnemuhle Bright White 300 grms art paper, uniquely hand-finished by the artist with pencil and oil pastel",,55 x 70 cm,Signed on the back,,,No framing option,Tier 3,,REPEAT,,,,,,,,,
439,TUNJIADEN-439,Tunji Adeniyi-Jones,Violet Dance,,21.10TunjiVioletDance,1500,EUR,Confirmed,€1k to €2.5k,60000,40,Confirmed,,,PE,Curated,Limited,Silkscreen print,,n/a,09. Fully completed,0,,,2021-10-14,,,,,,2021-Q4,,"Hand-pulled 14 layer screenprint, with spot colour gloss vinyl ink and a matte varnish, on Somerset Tub Sized Satin White 410gsm",,70 x 50.2 cm,Bottom of the print,,,Framed on order,Tier 2,,REPEAT,,,,,,,,,
490,TUNJIADEN-490,Tunji Adeniyi-Jones,Violet Dance - Hand-finished,,21.10TunjiVioletDanceHF,4500,EUR,Confirmed,€2.5k to €5k,45000,10,Confirmed,,,HFPE,Curated,Limited,Silkscreen print,,n/a,09. Fully completed,0,,,2021-10-14,,,,,,2021-Q4,,"Hand-pulled 14 layer screenprint, with spot colour gloss vinyl ink and a matte varnish, uniquely hand-finished by the artist with acrylic, watercolour and ink elements on Somerset Tub Sized Satin White 410gsm",,70 x 50.2 cm,Bottom of the print,,true,Framed on order,Tier 2,,REPEAT,,,,,,,,,
276,ROBYDWIA-276,Roby Dwi Antono,KIRA - Black,,21.10RDAntonoKIRA Black,4000,EUR,Confirmed,€2.5k to €5k,300000,75,Confirmed,,,SE,,Limited,Mid cost 3D edition,,n/a,09. Fully completed,Black,,,2021-10-20,,,,,Date confirmed (fully confirmed with artist),2021-Q4,,Bronze sculpture with a black patina finish,,31 x 26 x 23 cm,Engraved with number and artist’s signature on the base,,,No framing option,Tier 2,,REPEAT,,,,,,,,,
188,ROBYDWIA-188,Roby Dwi Antono,KIRA - Burnished Gold,,21.10RDAntonoKIRA BGold,4000,EUR,Confirmed,€2.5k to €5k,300000,75,Confirmed,,,SE,,Limited,Mid cost 3D edition,,n/a,09. Fully completed,Burnished Gold,,,2021-10-20,,,,,Date confirmed (fully confirmed with artist),2021-Q4,,Bronze sculpture with a burnished gold finish,,31 x 26 x 23 cm,Engraved with number and artist’s signature on the base,,,No framing option,Tier 2,,REPEAT,,,,,,,,,
235,JAMESJEAN-235,James Jean,Slingshot - Monument,,27.10JJeanMonument,250000,EUR,Confirmed,Over €5k,750000,3,Confirmed,,,OG,,Limited,Unique work,,n/a,09. Fully completed,0,,,2021-10-27,,,,,Date confirmed (fully confirmed with artist),2021-Q4,,Cast bronze and stainless steel sculpture with alloy steel bearings and gold leaf,,182.8 x 158.34 x 179.83 cm,,,,No framing option,Tier 1,,REPEAT,,,,,,,,,
236,JAMESJEAN-236,James Jean,Slingshot Requiem (Print),,21.10JJeanSlingshotRequiem,975,EUR,Confirmed,Under €1k,97500,100,Confirmed,,,PE,,Limited,Complex print,,n/a,09. Fully completed,0,,,2021-10-27,,,,,Date confirmed (fully confirmed with artist),2021-Q4,,"Hand-made relief print, with gold line work framing the Slingshot figure, printed on 310gsm Hahnemühle paper.",,38.74 x 30.48 cm,Yes - signed and numbered,,,Framed on order,Tier 1,,REPEAT,,,,,,,,,
237,JAMESJEAN-237,James Jean,Slingshot Requiem (Relief),,21.10JJeanSlingshotRequiem,4000,EUR,Confirmed,€2.5k to €5k,216000,54,Confirmed,,,PE,,Limited,Complex print,,n/a,09. Fully completed,0,,,2021-10-27,,,,,Date confirmed (fully confirmed with artist),2021-Q4,,"Carved relief sculpture made from steel which has been polished and heat-treated before mounting into a custom-made solid hard maple frame, hand-finished with a pickling white washed stain.",,38.8 x 30.3 x 4.4 cm,,,,Full Edition Framed,Tier 1,,REPEAT,,,,,,,,,
178,LINAIRIS-178,Lina Iris Viktor,Ekstasis,,29.10LinairisEkstasis,15000,EUR,Confirmed,Over €5k,165000,11,Confirmed,,,SE,Public,Limited,High cost 3D edition,,n/a,09. Fully completed,0,,,2021-10-29,,,,,,2021-Q4,,Volcanic rock with bronze,,31 x 10 x 10 cm,"Engraved on bottom, signature and number in gold",,,No framing option,Tier 3,,REPEAT,,,,,,,,,
211,MICHAELKA-211,Michael Kagan,Concorde,,05.11KaganConcorde,3500,EUR,Confirmed,€2.5k to €5k,350000,100,Confirmed,,,PE,Public,Limited,Silkscreen print,,n/a,09. Fully completed,0,,,2021-11-05,,,,,Date confirmed (fully confirmed with artist),2021-Q4,,"A 12 colour, hand pulled silkscreen with a satin texture varnish, on Somerset Rad White Tub size 410gsm.",,73 x 94 cm,bottom right signature / bottom left numbering,,,Framed on order,Tier 3,,REPEAT,,,,,,,,,
502,PAULINSEC-502,Paul Insect,Automaton Sculptures (Originals),,21.11PInsectAmsterdamShow,10000,EUR,Confirmed,Over €5k,60000,6,Confirmed,,,OG,Private,Limited,Unique work,,n/a,09. Fully completed,,,,2021-11-18,,,,,Date confirmed (fully confirmed with artist),2021-Q4,,"For Paul Insect: Personal Effects | Amsterdam 6 x Automation sculptures 10,000-12,000 EUR \\\\\\\\ Please refer to full list of works here:",,Dimensions variable,,,,No framing option,Tier 3,,REPEAT,,,,,,,,,
210,PAULINSEC-210,Paul Insect,Cosmodela,,21.11PInsectAmsterdamShow,2000,EUR,Confirmed,€1k to €2.5k,350000,175,Confirmed,,,PE,Public,Limited,Silkscreen print,,n/a,09. Fully completed,,,,2021-11-18,,,,,Date confirmed (fully confirmed with artist),2021-Q4,,"15 colour screenprint with metallic ink, clear diamond dust and high gloss varnish embellishments, printed on 410gsm Somerset satin tub paper",,53.2 x 89.9 cm,bottom right signature / bottom left numbering,,,Framed on order,Tier 3,,REPEAT,,,,,,,,,
501,PAULINSEC-501,Paul Insect,Cosmodela (Duponti),,21.11PInsectAmsterdamShow,4000,EUR,Confirmed,€2.5k to €5k,120000,30,Confirmed,,,PE,Public,Limited,Silkscreen print,,n/a,09. Fully completed,,,,2021-11-18,,,,,Date confirmed (fully confirmed with artist),2021-Q4,,"15 colour screenprint with metallic ink, gold glitter and high gloss varnish embellishments, printed on 410gsm Somerset satin tub paper",,53.2 x 89.9 cm,bottom right signature / bottom left numbering,,,Framed on order,Tier 3,,REPEAT,,,,,,,,,
609,PAULINSEC-609,Paul Insect,Glass Sculptures (Originals),,21.11PInsectAmsterdamShow,10000,EUR,Confirmed,Over €5k,80000,8,Confirmed,,,OG,Private,Limited,Unique work,,n/a,09. Fully completed,,,,2021-11-18,,,,,Date confirmed (fully confirmed with artist),2021-Q4,,For Paul Insect: Personal Effects | Amsterdam 8 x Glass sculptures Pricing TBC \\\\\\\\ Please refer to full list of works here:,,Dimensions variable,,,,No framing option,Tier 3,,REPEAT,,,,,,,,,
604,PAULINSEC-604,Paul Insect,Large Circular Paintings (Originals),,21.11PInsectAmsterdamShow,24000,EUR,Confirmed,Over €5k,96000,4,Confirmed,,,OG,Private,Limited,Unique work,,n/a,09. Fully completed,,,,2021-11-18,,,,,Date confirmed (fully confirmed with artist),2021-Q4,,"For Paul Insect: Personal Effects | Amsterdam 4 x large circular paintings 24,000-26,000EUR \\\\\\\\\\\\\\\\ Please refer to the full list of works here:",,Dimensions variable,,,,No framing option,Tier 3,,REPEAT,,,,,,,,,
608,PAULINSEC-608,Paul Insect,Paintings on Found Objects (Originals),,21.11PInsectAmsterdamShow,5000,EUR,Confirmed,€2.5k to €5k,35000,7,Confirmed,,,OG,Private,Limited,Unique work,,n/a,09. Fully completed,,,,2021-11-18,,,,,Date confirmed (fully confirmed with artist),2021-Q4,,"For Paul Insect: Personal Effects | Amsterdam 7 x paintings on found objects 3,500-15,000 EUR \\\\\\\\\\\\\\\\ Please refer to the full list of works here:",,Dimensions variable,,,,No framing option,Tier 3,,REPEAT,,,,,,,,,
606,PAULINSEC-606,Paul Insect,Personal Effects Show Cards,,21.11PInsectAmsterdamShow,300,EUR,Confirmed,Under €1k,135000,450,Confirmed,,,PE,Private,Limited,Silkscreen print,,n/a,09. Fully completed,6,,,2021-11-18,,,,,Date confirmed (fully confirmed with artist),2021-Q4,,"For Paul Insect: Personal Effects | Amsterdam 600 x show card 6 x colour variation (only 450 to sell) 7 colour screenprint in 6 varying colour ways with high gloss varnish and text on reverse, printed on mount board \\\\\ Full list of works for show:",,24 x 18 cm,TBC,,,No framing option,Tier 3,,REPEAT,,,,,,,,,
503,PAULINSEC-503,Paul Insect,Polaroids (Originals),,21.11PInsectAmsterdamShow,350,EUR,Confirmed,Under €1k,28000,80,Confirmed,,,OG,Private,Limited,Unique work,,n/a,09. Fully completed,,,,2021-11-18,,,,,Date confirmed (fully confirmed with artist),2021-Q4,,For Paul Insect: Personal Effects | Amsterdam 80 x polaroids 350 EUR (incl. framing) Titled: 1. Paul Insect Studio 2021 - 80. Paul Insect Studio 2021 \\\\\ Full list of polaroids: Full list of works for show:,,8.5 x 10.8 cm,TBC,,,Full Edition Framed,Tier 3,,REPEAT,,,,,,,,,
208,PAULINSEC-208,Paul Insect,Rectangle Paintings (Originals),,21.11PInsectAmsterdamShow,30000,EUR,Confirmed,Over €5k,240000,8,Confirmed,,,OG,Private,Limited,Unique work,,n/a,09. Fully completed,,,,2021-11-18,,,,,Date confirmed (fully confirmed with artist),2021-Q4,,"For Paul Insect: Personal Effects | Amsterdam 8 x large circular paintings 8,000-45,000EUR \\\\\\\\\\\\\\\\ Please refer to the full list of works here:",,Dimensions variable,,,,No framing option,Tier 3,,REPEAT,,,,,,,,,
605,PAULINSEC-605,Paul Insect,Small Circular Paintings (Originals),,21.11PInsectAmsterdamShow,10000,EUR,Confirmed,Over €5k,50000,5,Confirmed,,,OG,Private,Limited,Unique work,,n/a,09. Fully completed,,,,2021-11-18,,,,,Date confirmed (fully confirmed with artist),2021-Q4,,"For Paul Insect: Personal Effects | Amsterdam 5 x small circular paintings 10,000 EUR \\\\\\\\\\\\\\\\ Please refer to the full list of works here:",,40 cm⌀ x 3.5 cm depth,,,,No framing option,Tier 3,,REPEAT,,,,,,,,,
597,PAULINSEC-597,Paul Insect,Works on Paper (Originals),,21.11PInsectAmsterdamShow,2000,EUR,Confirmed,€1k to €2.5k,20000,10,Confirmed,,,WP,Private,Limited,Unique work,,n/a,09. Fully completed,,,,2021-11-18,,,,,Date confirmed (fully confirmed with artist),2021-Q4,,"For Paul Insect: Personal Effects | Amsterdam 6 x work on papers 4 x screenprint/work on paper 2,000-6,000 EUR \\\\\\\\ Please refer to the full list of works here:",,Dims variable,,,,Full Edition Framed,Tier 3,,REPEAT,,,,,,,,,
230,JAMESJEAN-230,James Jean,Woodcutter Kogeta,,23.11JJeanWoodcutterKog,20000,EUR,Confirmed,Over €5k,400000,20,Confirmed,,,SE,,Limited,High cost 3D edition,,n/a,09. Fully completed,0,,,2021-11-23,,,,,Date confirmed (fully confirmed with artist),2021-Q4,,Bronze sculpture with a patina finish and added gold leaf detailing,,57.2 x 30.5 x 33 cm,Signature and number on base,,,No framing option,Tier 1,Street & collectibles,REPEAT,0.75,,,,,,,,
212,SUSUMUKAM-212,Susumu Kamijo,Dance For Me In The Dusk,,25.11SKamijoDanceInTheDusk,10000,EUR,Confirmed,Over €5k,750000,75,Confirmed,,,SE,Public,Limited,High cost 3D edition,,n/a,09. Fully completed,0,,,2021-11-25,,,,,,2021-Q4,,Polished walnut wood sculpture with glass and crystal resin details,,96.55 x 72 x 12.95 cm,Numbered on reverse,,,No framing option,Tier 2,,REPEAT,,,,,,,,,
223,HEBRUBRAN-223,Hebru Brantley,Gaia (Black Marble),,21.11HBrantleyGaiaBlack,35000,EUR,Confirmed,Over €5k,280000,8,Confirmed,,,SE,Shop,Limited,High cost 3D edition,,n/a,09. Fully completed,2,,,2021-11-29,,,,,,2021-Q4,,"Portoro marble sculpture, assembled from two parts",,63 x 44 x 46cm (assembled),Engraved signature and number on the bottom of the cloud,,,No framing option,Tier 2,,REPEAT,,,,,,,,,
224,HEBRUBRAN-224,Hebru Brantley,Gaia (White Marble),,21.11HBrantleyGaiaWhite,35000,EUR,Confirmed,Over €5k,280000,8,Confirmed,,,SE,Shop,Limited,High cost 3D edition,,n/a,09. Fully completed,2,,,2021-11-29,,,,,,2021-Q4,,"Statuario marble sculpture, assembled from two parts",,63 x 44 x 46cm (assembled),Engraved signature and number on the bottom of the cloud,,,No framing option,Tier 2,,REPEAT,,,,,,,,,
225,JEAN-MICHE-225,Jean-Michel Othoniel,Lotus of Hope,,01.12JeanMLotus,5000,EUR,Confirmed,€2.5k to €5k,125000,25,Confirmed,,,SE,Public,Limited,High cost 3D edition,,n/a,09. Fully completed,0,,,2021-12-01,,,,,,2021-Q4,,"Bronze sculpture with metal plating and a mirror polish finish [@Flora Morgan]( Do we have any specifics on this? What kind of metal, how the mirror finish is applied etc? [@Thomas Nuttall]( believe they're plated in silver and then highly polished to achieve the mirror finish - will confirm with the producer.",,30 x 25.6 x 26.1 cm,Edition number and 'Othoniel' engraved on the bottom,,,No framing option,Tier 2,,REPEAT,,,,,,,,,
227,TOMOKAZUM-227,Tomokazu Matsuyama,Daylight Away,,21.03MatsuShapedPrints,4500,EUR,Confirmed,€2.5k to €5k,450000,100,Confirmed,,,PE,Shop,Limited,Hybrid print,,n/a,09. Fully completed,0,,,2021-12-03,,,,,Date confirmed (fully confirmed with artist),2021-Q4,,"Digital print with screen printed ink, delicate metallic leaf and a high gloss varnish, cut to the shape of the artwork and printed onto Somerset 410gsm satin enhanced paper. Mounted in a bespoke white, contoured frame.",,94 x 49.2 cm,bottom right side / bottom left side,,,Full Edition Framed,Tier 2,,REPEAT,,,,,,,,,
226,TOMOKAZUM-226,Tomokazu Matsuyama,If I Fell From Me To You,,21.03MatsuShapedPrints,4500,EUR,Confirmed,€2.5k to €5k,450000,100,Confirmed,,,PE,Shop,Limited,Hybrid print,,n/a,09. Fully completed,0,,,2021-12-03,,,,,Date confirmed (fully confirmed with artist),2021-Q4,,"Digital print with screen printed pearlised ink, blue glitter and high gloss varnish, cut to the shape of the artwork and printed onto Somerset 410gsm satin enhanced paper. Mounted in a bespoke white, contoured frame.",,83 x 83 cm,bottom left side / bottom right side,,,Full Edition Framed,Tier 2,,REPEAT,,,,,,,,,
611,MICKALENE-611,Mickalene Thomas,"Jet Blue 11, 2021",,21.12MThomasPEs,17750,EUR,Confirmed,Over €5k,17750,1,Confirmed,,,PE,,Limited,Complex print,,n/a,09. Fully completed,0,,,2021-12-04,,,,,,2021-Q4,,"Inkjet print with acrylic pochoir, hand-collaged elements and UV Print Shield on 290gsm Hahnemühle Bamboo paper",,25.24 x 18.89 cm,"Signed and numbered by the artist on the reverse, and accompanied by an identifying label – also numbered by the artist.",,,Full Edition Framed,Tier 1,,REPEAT,,,,,,,,,
627,MICKALENE-627,Mickalene Thomas,"Left Behind, 2021",,21.12MThomasPEs,17750,EUR,Confirmed,Over €5k,17750,1,Confirmed,,,PE,,Limited,Complex print,,n/a,09. Fully completed,0,,,2021-12-04,,,,,,2021-Q4,,Inkjet print and pigment-printed silk with hand-collaged elements and UV Print Shield on 290gsm Hahnemühle Bamboo paper,,18.89 x 25.24 cm,"Signed and numbered by the artist on the reverse, and accompanied by an identifying label – also numbered by the artist.",,,Full Edition Framed,Tier 1,,REPEAT,,,,,,,,,
205,ELMGREEN&-205,Elmgreen & Dragset,The Observer,,8.12ElmgreenObserver,5500,EUR,Confirmed,Over €5k,275000,50,Confirmed,,,SE,Public,Limited,High cost 3D edition,,n/a,09. Fully completed,0,,,2021-12-08,,,,,,2021-Q4,,Powder coated steel balcony with a clothed cast polyester figure,,28.8 x 40 x 20.6 cm (Balcony) 42.5 x 15.5 x 23 cm (Figure),Only signed on COA,,,No framing option,Tier 2,,REPEAT,,,,,,,,,
481,THENJIWEN-481,Thenjiwe Niki Nkosi,Landing,,21.12ThenjiweLanding,700,EUR,Confirmed,Under €1k,42000,60,Confirmed,,,PE,,Limited,Silkscreen print,,n/a,09. Fully completed,0,,,2021-12-10,,,,,,2021-Q4,,10 colour screenprint on Archival 100% Cotton Hahnemuhle Bright White 300gsm paper.,,40 x 40 cm,,,,No framing option,Tier 3,,REPEAT,,,,,,,,,
217,THENJIWEN-217,Thenjiwe Niki Nkosi,Landing Triptych,,21.12ThenjiweLanding,1500,EUR,Confirmed,€1k to €2.5k,45000,30,Confirmed,,,PE,,Limited,Silkscreen print,,n/a,09. Fully completed,0,,,2021-12-10,,,,,,2021-Q4,,"Screen printed triptych, with the left panel made up of 12 colours, central 10 and right 3, each on Archival 100% Cotton Hahnemuhle Bright White 300gsm paper.",,"3 individual prints, each 40 x 40 cm",,,,Framed on order,Tier 3,,REPEAT,,,,,,,,,
